,Married/Single,House_Ownership,Car_Ownership,CITY,Age,Experience,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_feature
77604,1,2,0,14,66,20,13,11,0
30343,1,2,1,81,49,6,6,11,0
137508,1,2,0,61,77,5,5,13,0
226811,0,2,1,16,67,13,9,14,1
218697,1,2,0,209,48,12,12,10,0
89922,1,2,0,6,34,16,12,13,0
241241,1,2,1,111,77,3,3,13,0
81431,1,2,0,297,57,10,10,13,0
20626,1,2,1,8,48,18,8,12,0
28464,1,2,0,242,28,15,5,11,1
32819,1,2,1,142,54,20,7,13,0
89397,1,2,0,261,29,10,5,10,0
222584,1,2,0,63,79,19,5,14,0
245637,1,2,0,6,51,8,8,14,1
14765,1,2,0,288,53,4,4,11,1
13140,1,2,0,298,65,14,3,14,0
249078,1,2,0,6,61,0,0,13,0
243075,1,2,0,123,71,11,6,12,0
250252,1,2,0,57,34,4,4,12,0
127874,1,2,1,209,55,4,4,10,1
94393,1,2,0,145,47,4,4,12,1
212473,1,2,0,258,56,13,13,14,0
77979,1,2,1,116,27,5,5,12,0
210518,1,2,0,116,58,9,9,12,0
111741,1,2,1,49,66,11,11,14,0
159283,1,0,0,29,53,12,12,10,0
162771,1,2,0,102,69,5,5,10,0
86376,1,2,0,134,38,20,4,14,0
142407,1,2,0,147,42,13,13,13,0
19410,1,1,0,115,75,2,2,12,0
190058,1,2,1,232,55,19,3,10,0
33452,0,2,0,98,28,4,4,14,0
240530,1,2,0,19,40,20,14,13,0
57711,1,2,0,42,25,7,6,14,0
76366,1,2,0,158,29,3,3,14,0
100968,1,2,0,212,32,12,7,14,0
100493,0,2,0,10,55,8,8,14,0
152104,1,2,1,82,27,17,3,14,0
106310,1,2,0,312,59,2,2,14,0
102585,0,2,1,21,39,2,2,10,0
201490,1,2,0,126,28,5,5,14,0
201534,1,2,0,25,59,5,5,11,0
153024,1,2,0,16,61,18,9,11,0
77119,1,2,0,167,37,0,0,11,0
43456,1,2,0,55,36,11,4,10,0
35462,1,2,0,186,30,6,4,14,0
30326,0,2,0,298,45,19,14,13,0
29735,1,2,1,194,72,3,3,13,0
51225,1,2,1,196,62,16,10,11,0
232865,1,2,0,249,51,6,6,11,0
214200,1,2,0,57,72,16,4,14,0
200748,1,2,0,137,21,20,4,13,0
185020,1,2,0,26,37,14,10,13,0
62755,1,2,0,50,68,15,5,13,0
10478,1,2,1,82,38,20,4,10,0
174334,1,2,1,239,39,15,3,13,0
240837,1,2,0,36,47,19,11,10,0
2292,1,2,0,40,38,18,14,14,0
135291,1,2,1,187,57,15,13,13,1
22453,1,2,1,279,40,19,14,13,0
108977,1,2,0,124,35,16,6,14,0
218062,1,2,1,233,37,9,4,11,1
147993,1,2,0,33,70,7,5,14,0
102943,1,2,0,132,55,11,10,11,0
218577,1,2,0,94,78,4,4,14,0
198056,0,2,1,8,36,7,7,11,0
113781,1,2,0,11,78,17,9,13,0
224663,1,2,0,28,38,2,2,13,0
184686,1,2,0,292,70,6,6,11,0
153551,1,2,0,183,71,18,13,10,0
128726,1,2,1,311,38,15,13,10,0
116086,1,2,0,283,59,10,8,14,0
220384,1,2,0,169,42,17,12,12,0
79977,0,2,0,234,31,6,6,10,0
14843,0,2,0,226,38,2,2,10,0
197373,1,2,0,18,55,18,10,11,0
77918,1,1,1,283,31,14,10,11,0
67421,1,2,0,231,35,9,5,11,1
62049,0,2,0,160,71,14,5,10,0
129523,1,2,0,134,41,5,5,11,0
144914,1,2,0,14,59,18,9,14,0
139778,0,2,0,247,29,3,3,14,1
42006,1,2,1,24,41,18,7,14,0
181604,1,2,0,259,24,20,8,14,1
227161,1,2,0,220,45,10,10,11,0
29679,1,2,0,81,41,11,4,14,0
98914,1,2,0,80,34,7,6,12,0
13617,1,2,1,299,40,1,1,12,0
147579,1,2,0,111,37,20,3,14,0
39430,0,2,1,208,49,9,6,14,0
76756,1,2,0,238,45,20,8,14,0
92257,1,2,1,142,54,20,7,13,0
112100,1,2,0,66,30,3,3,10,1
78405,1,0,0,89,32,18,13,10,0
180257,1,2,0,129,36,14,7,12,0
73161,1,2,1,200,54,6,6,13,0
69965,1,2,1,170,55,10,10,13,0
65439,1,2,0,113,70,14,11,10,0
176129,1,2,0,240,45,0,0,12,0
5745,1,1,0,174,59,4,4,12,0
154691,1,2,1,246,39,2,2,10,0
78570,1,2,1,151,23,4,4,12,0
205790,0,2,0,270,68,11,8,11,0
223841,1,2,1,102,73,1,1,11,0
174025,1,2,0,227,45,1,1,12,0
57907,1,2,1,235,24,2,2,13,0
152930,1,2,0,94,41,0,0,14,0
238999,1,2,0,159,65,17,14,11,0
8804,1,2,1,81,49,6,6,11,1
128081,1,2,0,35,52,10,5,13,0
184219,1,2,0,164,59,0,0,10,0
231727,1,2,1,11,70,11,6,14,0
248669,0,2,1,175,28,15,7,13,0
37171,1,1,0,149,39,11,11,10,0
102872,1,2,1,13,61,0,0,11,0
72925,1,2,0,198,38,11,3,10,0
251984,1,2,0,168,78,6,6,11,0
120797,1,2,0,268,69,19,10,11,0
198685,1,1,1,53,30,18,7,13,0
303,0,2,0,278,63,13,6,10,0
161872,0,2,0,299,58,14,8,12,0
147242,1,2,0,26,37,14,10,13,0
40490,1,2,0,0,60,11,8,13,0
10084,1,2,0,276,54,11,11,14,0
78434,1,2,1,167,54,10,10,12,0
27621,1,0,0,282,47,19,5,11,0
178060,1,2,1,195,66,17,12,13,1
170429,1,2,1,71,24,10,5,11,1
42070,1,2,0,314,42,5,5,10,0
241402,1,2,0,132,50,16,3,11,0
75844,0,2,0,10,68,2,2,11,0
25464,1,2,0,262,68,4,4,10,0
24383,1,2,0,274,55,1,1,14,0
195304,1,2,0,309,26,11,11,11,0
28098,1,2,0,297,38,19,9,12,0
52803,1,2,0,40,31,2,2,10,0
64576,0,2,1,236,49,11,10,14,0
76179,1,2,0,128,57,9,9,10,0
29660,1,0,0,29,53,12,12,10,0
141661,1,2,0,109,24,10,5,13,1
189941,1,2,0,8,42,11,11,14,0
83192,1,2,1,89,74,3,3,11,0
223214,1,2,0,232,50,15,14,14,0
105069,1,2,0,185,76,9,9,11,0
143845,1,2,0,81,34,1,1,12,0
220928,1,2,0,38,46,14,11,12,0
95915,1,2,1,128,31,12,8,14,0
45325,1,2,0,210,38,5,5,13,0
224800,1,2,0,6,53,7,7,10,0
61462,1,2,1,248,32,10,6,12,1
214572,1,2,1,203,47,6,6,11,0
188461,1,2,0,35,29,20,14,12,0
114462,0,2,0,136,75,13,13,12,0
68952,1,2,1,189,62,19,10,14,0
1777,1,2,0,22,24,17,4,13,0
84890,0,2,1,305,28,16,6,13,0
1701,1,2,0,305,28,1,1,13,0
37470,1,2,1,44,68,11,3,13,1
204359,1,2,0,59,58,3,3,13,0
54302,0,2,0,9,41,16,10,14,0
60960,1,2,1,249,22,0,0,14,1
150562,1,2,0,138,43,13,8,14,0
192990,1,2,1,4,26,12,10,14,0
15431,1,2,0,102,43,17,11,11,0
162225,1,2,0,228,61,19,13,11,0
67784,1,2,0,275,74,19,14,13,0
217824,0,2,1,150,75,15,6,13,0
185040,1,2,0,0,27,17,8,14,1
172793,1,2,0,16,68,7,7,14,1
201862,1,2,1,81,49,6,6,11,0
63296,1,2,1,180,57,15,9,11,1
120954,1,2,0,279,71,4,4,11,1
230065,1,2,0,306,23,6,6,10,0
151929,0,2,1,77,77,1,1,14,0
35477,1,2,1,220,45,4,3,10,0
101960,0,2,0,268,23,9,9,14,0
238435,1,2,0,297,57,6,4,11,0
14171,0,2,0,157,33,17,4,12,0
67893,1,2,0,53,62,8,3,13,0
241723,1,2,0,26,53,16,9,10,0
166552,1,1,0,145,67,13,9,10,0
187630,1,2,0,278,30,13,4,12,0
121035,1,2,1,36,23,9,9,14,0
243566,1,2,0,17,27,1,1,10,0
67949,1,2,0,116,29,1,1,11,0
244801,1,2,0,203,29,11,7,11,0
19132,1,2,0,194,23,0,0,13,0
158007,1,2,0,26,37,14,10,13,0
209670,1,2,1,200,49,1,1,12,0
16623,1,2,0,304,49,6,6,14,0
201214,1,2,0,316,29,0,0,12,0
103934,0,1,1,297,27,5,5,12,0
61220,1,2,0,92,38,4,4,14,0
39036,1,2,1,27,35,10,5,12,0
66173,1,2,1,136,76,3,3,14,1
79334,1,2,0,203,79,5,4,12,0
124726,1,2,0,1,45,16,13,13,0
234005,1,2,0,10,25,9,8,12,0
248710,1,2,0,42,22,9,9,13,0
156865,1,2,0,228,61,19,13,11,0
221536,1,2,1,281,51,12,8,13,0
65709,1,2,0,162,51,16,8,12,0
224462,1,2,1,112,45,13,9,14,0
133749,1,2,0,221,59,16,10,11,0
39055,1,2,0,194,77,10,9,14,0
102650,1,2,1,21,42,13,3,12,0
142780,0,2,0,139,48,14,9,14,0
243480,1,2,0,70,23,5,5,12,0
62478,1,2,1,81,62,11,4,14,0
193521,1,2,1,140,33,18,9,10,0
140224,1,2,0,160,79,8,8,13,0
181908,0,2,0,106,32,15,4,12,0
193593,0,2,0,171,51,18,4,14,0
62709,0,2,0,89,37,6,3,14,0
217468,1,2,1,89,44,10,3,11,0
55,1,2,0,291,46,16,8,14,1
193022,1,2,1,219,68,18,14,12,0
53869,1,2,1,88,64,8,5,12,0
221923,1,2,0,38,25,16,10,12,0
78615,1,2,0,235,72,7,7,13,1
228304,1,1,0,273,42,17,9,12,0
225737,1,1,0,152,66,14,9,14,0
59711,0,2,0,9,41,16,10,14,0
86967,1,2,0,83,59,8,8,14,0
191764,1,2,0,187,30,19,8,14,0
9469,1,2,0,66,30,3,3,10,1
26129,1,2,0,101,50,13,3,14,1
246913,1,2,0,100,69,18,3,13,0
220154,1,2,0,300,65,5,3,12,0
13350,1,2,1,261,73,9,9,13,0
206879,1,2,0,191,31,13,6,11,0
9063,1,2,0,101,37,14,12,14,0
227476,1,2,0,81,35,1,1,14,0
51847,1,2,0,27,22,15,7,14,0
45349,1,2,1,85,62,8,5,14,0
23384,1,2,0,36,25,6,6,12,0
131540,1,2,0,244,51,19,10,10,0
135417,1,2,0,241,69,0,0,14,0
205199,1,2,0,0,22,4,4,14,0
70350,1,2,0,24,55,3,3,11,0
70313,1,2,0,129,76,0,0,12,0
196679,1,2,0,41,40,1,1,10,0
225124,1,2,1,142,55,4,4,14,0
168795,1,2,0,189,23,18,11,13,0
149981,0,2,1,294,50,9,5,10,0
187757,1,2,0,263,48,0,0,12,0
141335,0,2,0,245,63,17,6,11,0
73415,1,2,0,231,61,10,5,11,1
156253,1,2,0,164,55,15,3,12,0
246237,1,2,0,178,39,7,7,11,0
16287,1,2,0,42,35,12,11,14,0
58792,1,2,0,99,40,11,11,10,0
43428,1,1,0,180,55,14,6,14,0
196199,1,2,0,200,69,1,1,10,0
86108,1,2,0,151,44,17,5,12,0
209136,1,2,0,236,45,2,2,13,0
53613,1,2,1,90,26,15,10,14,1
108953,1,2,0,236,25,9,6,11,0
97733,1,2,1,55,45,8,8,10,0
54273,1,2,1,175,63,0,0,11,0
209193,1,0,0,34,31,19,9,14,0
112123,1,2,0,7,56,2,2,12,0
130685,1,2,1,132,28,6,6,14,0
8712,1,2,0,250,70,20,14,14,0
208048,1,2,0,254,54,1,1,14,1
246736,1,2,0,88,79,1,1,11,0
134064,1,2,0,313,35,20,12,12,0
197356,1,2,0,275,74,19,14,13,0
191265,1,2,0,64,28,9,9,12,0
243427,1,2,0,0,34,20,7,12,0
85201,0,2,0,194,25,3,3,11,0
152294,1,2,0,292,70,6,6,11,0
19895,1,2,0,63,22,14,6,10,0
91717,1,2,0,107,37,0,0,14,0
137386,1,2,1,18,57,8,7,13,0
96666,1,2,0,281,50,14,4,14,0
30814,1,2,0,312,25,0,0,11,1
185599,1,2,0,15,38,10,10,12,0
53230,1,2,1,144,61,16,9,11,0
137784,1,2,1,212,40,1,1,12,0
52820,0,2,0,101,72,19,3,12,0
10640,1,2,0,182,55,7,5,14,0
15750,0,2,1,52,64,20,4,14,0
98644,1,2,0,289,73,16,10,12,0
117632,1,2,0,103,28,5,5,10,1
62969,1,0,1,311,54,2,2,10,0
208241,1,2,0,120,76,7,6,14,0
122563,1,2,0,64,68,17,14,11,0
121276,1,2,0,52,52,16,14,13,0
217069,1,2,0,241,32,12,12,10,0
10835,1,2,0,90,65,6,6,12,0
213661,1,2,0,186,60,4,4,11,0
86274,1,2,0,309,50,1,1,14,1
178250,1,2,0,217,61,0,0,12,1
229946,1,2,0,38,30,8,5,10,0
148490,1,2,0,277,79,10,10,11,1
109558,1,2,0,303,22,17,14,14,1
129836,1,2,0,53,49,14,12,14,0
79421,1,2,1,182,24,9,9,12,0
189516,1,2,1,94,77,16,7,10,0
141662,1,2,0,73,67,11,6,12,1
175748,1,2,1,197,49,18,11,11,0
98013,0,1,0,94,28,7,7,13,0
184655,0,2,0,98,28,4,4,14,0
77238,1,2,1,104,70,19,13,14,0
149726,1,2,0,207,66,0,0,13,0
162725,1,2,0,63,45,14,13,13,0
62006,1,2,0,144,57,0,0,11,0
161600,1,2,1,225,79,16,3,13,0
102390,1,2,0,285,71,2,2,10,0
106399,1,2,0,109,37,1,1,13,0
224762,1,2,0,175,73,0,0,13,0
174553,1,2,1,86,36,1,1,10,0
88330,1,2,0,283,44,20,4,11,0
222764,1,2,1,35,33,4,4,14,0
139522,0,2,0,174,32,7,5,12,0
35921,1,2,0,236,45,5,5,10,0
28485,1,2,1,239,39,15,3,13,0
27583,1,2,0,205,54,15,4,10,0
63165,1,2,0,227,64,1,1,14,0
177786,1,2,1,105,48,13,13,10,0
37816,0,2,0,42,72,10,10,14,0
45553,1,2,0,25,46,8,8,14,1
6670,1,1,0,46,41,14,4,10,1
229491,1,2,1,179,51,17,6,10,1
173066,1,2,0,221,40,10,9,12,0
17778,1,2,0,242,55,19,4,13,0
114666,1,2,0,142,57,14,9,10,0
111000,1,2,0,18,55,18,10,11,0
104820,1,2,1,298,65,16,10,10,0
708,1,2,1,314,36,8,8,11,1
143146,1,0,0,89,32,18,13,10,0
199753,1,2,0,246,70,6,6,12,0
235597,1,2,0,78,63,0,0,14,0
43519,1,2,0,11,78,17,9,13,1
55033,1,2,0,247,76,19,5,13,0
151978,1,2,0,297,32,16,5,13,0
163099,1,2,1,28,67,6,5,13,0
99925,1,2,0,252,27,11,8,12,0
163082,1,2,1,256,24,3,3,13,0
145090,1,2,0,232,34,16,8,11,1
177014,1,2,0,19,70,10,4,14,0
43509,1,2,0,119,51,16,5,14,0
92048,0,2,0,278,63,13,6,10,0
57164,1,2,0,189,62,17,8,10,0
209459,1,2,0,257,50,16,9,11,0
30133,1,2,0,249,26,12,3,12,0
202918,1,1,1,27,65,19,11,14,0
97598,1,2,1,209,21,11,11,12,0
188835,1,2,0,55,55,0,0,14,0
96232,1,1,0,240,66,2,2,13,0
23302,1,2,0,22,24,7,7,14,0
8182,1,2,1,167,54,10,10,12,1
142738,1,2,0,166,49,1,1,10,1
20706,1,2,0,289,43,6,6,12,0
127012,1,2,0,176,65,6,6,12,0
208822,1,2,1,76,63,7,4,14,0
31047,1,2,0,136,24,11,7,11,0
21396,1,2,0,213,21,12,11,14,0
241469,1,2,0,313,76,1,1,13,0
240327,1,2,0,35,38,6,6,11,1
251287,1,2,0,196,36,5,5,13,0
132379,1,2,0,264,23,10,10,13,0
147761,1,2,0,255,65,12,10,12,1
200430,1,2,0,260,30,17,8,13,0
81389,1,2,0,11,78,17,9,13,1
92007,0,2,0,10,68,2,2,11,0
23179,1,2,0,3,62,18,12,10,0
87057,1,2,1,202,75,9,3,13,0
201103,1,2,0,53,29,15,13,12,0
70886,1,2,1,290,38,8,8,13,1
207809,1,2,1,267,21,11,11,14,0
51500,1,2,0,294,74,3,3,12,0
237265,1,2,0,128,51,4,4,14,0
2644,1,2,1,313,28,15,10,10,0
104174,1,2,0,76,55,16,13,11,0
91867,1,2,0,87,28,4,4,13,1
115509,1,2,0,203,33,17,12,11,0
93268,1,0,0,140,35,15,8,11,0
224541,1,2,0,245,63,13,10,10,0
197554,1,1,0,94,42,18,14,13,0
129541,1,2,0,275,27,13,3,14,0
217532,1,2,0,135,27,2,2,10,0
141939,1,2,1,48,35,0,0,10,0
129089,1,2,0,205,50,15,6,13,0
44796,1,2,0,191,31,13,6,11,0
99067,1,2,0,34,53,14,3,13,0
28074,1,2,0,239,58,6,3,11,0
127293,1,2,0,64,56,1,1,10,0
159900,0,2,1,38,40,17,7,11,0
161688,1,2,0,240,29,7,7,11,0
227616,1,2,1,2,45,10,5,14,1
142124,1,2,0,22,24,7,7,14,0
74943,1,2,1,257,36,3,3,10,1
229660,0,0,0,281,41,15,6,10,0
42060,1,2,0,110,25,0,0,12,0
181649,1,2,1,222,76,3,3,10,0
70464,0,2,0,11,34,15,10,13,1
9207,1,2,0,38,72,4,3,12,0
195454,1,2,1,132,28,6,6,14,0
122477,1,2,0,153,73,15,8,14,0
191893,1,2,0,207,64,15,11,12,0
70021,1,2,0,262,60,15,5,10,0
14829,1,2,0,125,74,5,5,11,1
91495,1,2,0,164,55,15,3,12,0
34067,0,2,0,300,43,2,2,13,1
138067,1,2,0,212,66,4,4,12,0
122404,1,0,0,263,60,16,13,10,0
138252,1,2,0,112,31,17,8,14,1
234573,0,2,0,288,32,12,12,14,0
42307,1,2,0,297,63,4,3,10,0
118737,1,2,1,237,54,14,13,11,0
231195,1,2,0,28,79,20,11,10,0
83002,1,0,1,225,71,6,6,11,1
86952,1,2,0,272,64,1,1,13,0
120820,1,2,0,176,63,17,13,14,0
57483,0,2,0,86,21,2,2,13,0
238485,1,2,0,265,53,7,7,13,0
169541,0,2,0,212,32,11,4,12,0
176183,1,0,0,192,68,9,8,11,0
203342,1,2,0,312,50,9,9,13,0
128722,1,2,0,34,41,14,10,12,0
149711,1,2,0,178,71,12,4,10,1
67774,1,2,0,270,61,12,4,13,0
158660,1,2,1,87,25,3,3,14,0
196376,1,2,1,134,50,4,4,14,0
249568,1,2,0,313,73,15,5,14,0
95480,1,2,1,234,38,16,3,13,0
72915,0,2,1,109,50,15,6,11,0
222736,1,1,1,221,45,19,9,10,0
103362,1,2,0,72,45,20,5,12,0
72995,1,2,0,13,29,17,12,12,0
118376,1,2,1,43,67,15,4,13,0
243010,1,2,0,80,78,4,4,12,1
19716,1,2,0,184,27,12,7,13,0
213521,1,2,0,187,58,6,5,12,0
152169,1,2,0,47,58,9,8,10,0
53551,1,2,1,264,21,7,7,10,0
147747,1,2,0,138,32,2,2,12,0
25141,1,2,0,238,68,20,11,13,1
157416,0,2,0,50,36,13,7,10,0
165035,1,2,1,230,25,14,4,11,0
141379,1,2,0,146,51,2,2,11,1
154770,1,2,1,76,63,7,4,14,0
195845,1,1,0,227,35,5,5,12,0
122672,1,2,1,163,48,5,5,11,1
78656,1,2,1,184,34,7,4,11,0
148546,1,2,0,292,57,1,1,14,0
76677,1,2,0,76,76,1,1,13,0
238850,1,2,0,159,59,2,2,12,1
137603,1,2,1,42,30,18,6,12,0
112712,1,2,1,58,68,11,11,14,0
120732,1,2,0,227,59,10,10,11,0
242036,1,1,0,176,62,4,4,12,0
167927,1,2,0,173,57,1,1,14,0
136652,0,2,0,311,48,12,12,14,0
39957,1,2,0,18,51,3,3,10,0
103051,1,2,0,253,54,7,7,11,0
176121,1,2,0,291,22,1,1,10,0
28124,0,2,0,4,71,8,8,12,0
82607,1,2,0,104,54,13,3,12,0
204482,1,0,1,154,28,2,2,12,0
155956,1,2,1,94,50,9,9,12,0
102148,1,2,1,309,56,2,2,13,0
143632,1,2,0,179,38,12,8,11,0
106479,1,2,0,75,70,12,12,14,0
12639,1,2,0,65,58,6,6,12,0
48837,1,2,0,131,49,12,9,14,0
32994,0,2,0,34,33,13,11,11,0
137402,1,2,1,86,38,3,3,14,0
65394,1,1,1,115,72,4,4,14,0
121341,1,1,0,169,38,19,3,10,0
54717,0,2,0,154,46,4,4,11,0
241579,1,1,0,215,45,5,5,14,0
251782,1,2,0,34,66,5,5,13,0
71258,1,2,0,76,76,1,1,13,0
165841,1,2,0,76,64,5,5,13,0
9336,0,2,1,34,25,17,9,14,0
145013,1,2,0,78,45,0,0,11,0
172797,1,2,1,305,48,14,12,12,0
73039,0,2,0,22,42,3,3,12,0
76069,1,2,0,73,71,3,3,13,1
151778,1,2,0,263,27,15,10,12,0
35954,1,2,1,76,63,7,4,14,0
5960,1,2,0,307,42,18,3,13,0
248162,1,2,0,53,33,12,5,12,0
51208,1,0,0,313,47,8,7,14,0
72427,1,2,1,82,48,5,5,11,1
191147,1,1,0,7,46,8,8,11,0
150962,1,2,0,274,51,2,2,14,0
223461,1,2,0,102,30,1,1,12,0
226631,1,2,1,306,46,9,8,14,0
68987,1,2,0,146,37,17,7,10,0
118300,1,2,0,293,72,8,6,14,0
231115,1,2,0,144,44,4,4,10,0
161177,1,2,0,82,67,18,12,13,0
224994,1,2,0,157,40,6,6,12,0
53812,1,2,0,111,47,13,7,10,1
238775,1,2,0,132,69,18,4,13,0
49679,1,2,0,276,53,14,10,11,1
83146,1,0,0,181,37,17,5,10,0
234703,1,2,0,116,43,18,6,13,0
209010,1,2,0,205,27,14,5,13,1
54712,1,2,1,35,53,11,11,14,0
106775,0,2,0,194,25,3,3,11,0
45317,1,2,0,154,75,7,7,10,0
34976,1,2,1,139,65,13,4,13,0
211865,1,2,0,126,60,5,5,14,0
140166,1,2,0,285,71,2,2,10,1
209236,1,2,0,315,61,3,3,13,0
132513,1,2,0,113,72,7,7,14,0
102575,0,2,0,299,58,14,8,12,0
161353,1,2,1,2,60,12,10,11,0
231633,1,2,1,13,56,19,8,12,1
11539,1,2,0,76,71,17,4,11,0
19693,1,2,1,190,29,1,1,12,0
239757,1,2,0,107,32,9,9,10,1
96766,1,2,1,43,67,15,4,13,0
11290,1,2,0,272,64,1,1,13,0
113255,1,2,0,213,21,12,11,14,0
34454,1,2,0,75,24,2,2,10,0
144057,0,2,0,1,41,1,1,12,0
40603,1,2,1,122,72,0,0,11,0
74262,1,2,0,294,40,3,3,14,1
244798,0,2,0,251,46,1,1,14,0
81157,1,2,0,309,47,11,6,11,1
114841,1,2,1,102,68,0,0,14,0
82684,1,2,0,289,62,9,9,14,0
85603,1,2,1,281,29,4,4,11,0
115141,1,2,0,195,54,11,11,13,0
43354,0,2,0,208,71,15,3,12,0
199807,1,2,0,155,63,17,13,12,0
217592,1,2,0,116,48,0,0,10,0
122189,1,2,0,156,65,1,1,10,0
236477,1,2,1,80,27,2,2,11,1
232979,1,2,0,37,26,18,3,11,1
124351,1,2,1,73,60,12,10,13,0
154303,1,2,1,179,60,15,11,10,0
135741,1,2,0,111,65,3,3,10,0
184449,1,2,0,90,67,10,3,12,0
179192,1,2,0,30,79,20,4,11,0
27570,1,2,0,228,30,8,3,12,0
86197,1,2,0,24,48,6,6,14,1
59373,0,2,0,16,77,15,9,10,0
166049,1,2,0,50,27,10,10,10,0
58289,1,2,1,88,58,12,7,12,0
148965,1,2,0,1,54,13,13,14,0
244941,1,2,0,281,79,0,0,11,0
203794,0,2,0,235,73,8,8,13,0
81202,1,2,1,142,76,20,13,13,0
180383,1,2,0,215,54,2,2,11,1
99283,1,2,0,4,34,1,1,10,0
41310,1,2,0,193,78,15,14,12,1
132440,1,1,0,132,26,14,5,11,0
248602,1,2,0,293,25,6,6,11,1
221358,1,2,0,13,62,17,4,14,0
141673,1,2,0,127,76,8,8,13,1
247845,1,2,0,33,76,15,5,12,0
54697,1,2,0,127,52,7,7,14,0
46089,1,2,0,44,28,6,6,10,0
49216,1,2,0,183,46,15,5,13,1
50327,1,2,0,94,41,0,0,14,0
113164,1,2,0,94,28,7,6,10,0
123889,0,2,1,70,70,0,0,12,0
172214,1,2,0,130,31,19,3,13,0
249502,1,2,1,35,58,5,4,12,0
28697,1,2,1,202,78,7,4,11,0
129579,1,2,0,258,60,7,7,11,0
188687,0,2,1,70,70,0,0,12,0
16473,0,2,0,11,24,14,10,12,0
25776,0,2,1,76,22,3,3,11,0
59865,1,2,0,285,26,9,3,13,0
108466,1,2,1,116,37,6,6,12,0
71125,0,2,1,301,79,12,12,14,0
223533,1,2,1,47,31,9,9,11,1
166208,1,2,0,33,44,11,6,14,0
110611,1,2,1,165,64,11,10,13,0
126998,1,2,0,142,36,0,0,10,0
222751,1,2,0,167,49,2,2,12,0
250057,1,2,0,161,26,20,5,12,0
200700,1,2,0,94,39,9,9,14,0
165649,1,2,0,106,53,18,9,13,0
126867,1,2,1,27,24,6,6,11,0
222335,1,2,0,144,32,1,1,14,0
160128,1,2,0,285,70,3,3,11,0
32360,1,2,0,273,74,4,4,10,0
109943,1,2,0,302,35,14,5,11,0
15954,1,2,0,190,43,10,10,10,0
36267,1,2,1,37,22,3,3,10,0
70700,1,2,0,105,77,19,11,10,1
59269,1,2,0,123,63,15,8,11,0
31577,1,2,0,136,76,8,5,10,0
111552,1,2,0,291,44,15,7,14,0
46079,1,2,1,270,57,2,2,11,0
6808,1,2,0,106,62,5,5,10,0
174840,1,2,0,143,30,5,5,12,1
12046,1,2,0,142,46,18,14,11,0
30262,1,0,0,1,34,17,13,13,0
180181,1,2,1,271,63,11,7,10,0
147861,1,2,0,129,36,14,7,12,0
122133,1,2,0,278,60,5,5,11,0
472,1,2,0,253,54,7,7,11,1
80561,1,0,0,44,51,5,5,12,0
62518,1,2,0,147,52,14,6,14,0
30859,1,2,0,55,70,2,2,11,0
136082,0,2,0,234,51,20,7,10,0
184839,1,2,1,71,66,14,3,11,0
156779,1,2,0,25,66,10,8,11,0
100997,1,1,0,56,66,3,3,10,0
130113,1,2,0,203,57,1,1,10,0
238815,1,2,0,4,67,5,5,11,0
46168,1,2,0,239,61,3,3,14,0
227339,1,2,1,269,28,6,6,14,0
40308,1,2,0,312,69,3,3,10,0
185427,1,2,1,42,70,0,0,10,0
79748,1,0,1,265,68,15,13,14,0
184647,0,2,0,72,44,1,1,10,0
12781,1,2,0,313,63,7,4,10,0
89192,1,2,1,26,31,7,4,12,0
208830,1,2,1,258,38,20,13,11,0
148205,1,2,0,275,54,7,3,10,0
187703,1,2,1,32,27,19,13,11,1
115098,1,2,0,253,32,20,3,14,0
213468,0,2,0,114,35,19,5,11,0
113429,1,2,0,228,75,12,12,13,0
105395,1,2,0,216,40,8,5,11,0
98069,1,1,0,148,52,3,3,11,0
10387,1,2,1,163,72,6,6,14,1
188442,1,2,0,115,62,19,13,11,0
84867,1,2,0,113,50,20,7,14,0
43292,0,2,0,6,40,20,14,14,0
158079,1,2,0,16,57,8,8,14,0
239944,0,2,0,212,44,5,5,10,0
241116,1,2,0,47,56,18,10,12,0
238781,1,2,0,118,34,0,0,14,0
119722,1,1,1,228,29,19,6,14,1
160392,1,2,0,113,38,14,11,13,0
122080,1,2,0,68,66,6,6,12,0
94962,1,2,0,58,42,8,4,14,0
78612,1,2,0,194,23,0,0,13,0
81239,1,2,0,67,77,0,0,11,0
66671,1,2,0,101,79,20,6,12,0
33384,1,0,1,313,50,9,8,10,0
95311,1,2,1,200,63,15,9,12,0
35936,1,2,0,19,76,17,14,13,0
2686,1,1,1,215,52,16,4,11,0
167929,1,2,0,306,65,15,12,12,0
91999,1,2,0,43,70,10,4,12,0
169007,1,2,0,279,47,5,5,14,0
41118,1,2,0,156,65,1,1,10,0
84464,1,2,0,124,74,16,6,11,0
220561,1,2,0,118,57,12,3,13,1
45435,1,2,1,126,41,10,5,12,0
243809,1,2,0,169,75,12,12,12,0
73620,1,2,0,295,53,12,4,10,0
135109,1,2,0,240,26,1,1,14,1
40127,1,2,0,169,45,19,5,12,0
105030,1,2,0,52,33,8,6,13,0
141606,1,2,1,235,70,16,13,10,0
2733,0,2,0,23,63,1,1,12,0
11634,1,2,0,215,45,1,1,11,0
133492,1,1,0,154,53,20,4,11,0
121277,1,2,1,11,43,6,6,14,0
